blk,umean,urms,vmean,vrms,wmean,corr,fbad,p
666,0.03658,0.19316,0.00333,0.03141,0.01572,93.9,0.0004,5.018
667,0.04015,0.19088,0.00488,0.03059,0.01845,93.7,0.0004,5.671
668,0.03132,0.17463,0.00491,0.02875,0.02543,93.8,0.0000,2.836
669,0.02909,0.18630,0.00459,0.03000,0.03078,94.1,0.0000,2.498
670,0.03245,0.17831,0.00535,0.02901,0.02173,94.2,0.0000,1.699
671,0.02044,0.18987,0.00203,0.03235,0.02433,94.5,0.0004,0.441
672,0.02460,0.18912,0.00218,0.03018,0.02663,93.8,0.0000,0.692
673,0.02586,0.17394,0.00435,0.02844,0.02133,93.6,0.0000,1.048
674,0.03481,0.20948,0.00222,0.03271,0.01366,93.4,0.0008,0.930
675,0.03428,0.18356,0.00477,0.03004,0.02238,93.5,0.0008,0.414
676,-0.02331,0.20555,-0.00253,0.03680,0.04641,93.8,0.0000,0.945
677,0.03062,0.16751,0.01360,0.02753,0.07905,92.7,0.0000,0.341
678,0.03004,0.19344,0.00586,0.03089,0.02885,92.5,0.0004,1.222
679,0.03161,0.17452,0.00530,0.02837,0.02393,93.1,0.0000,0.215
680,0.04444,0.19779,0.00515,0.03186,0.02070,93.9,0.0000,2.112
681,0.04788,0.19187,0.00724,0.03390,0.01964,92.4,0.0000,1.083
682,0.05432,0.20028,0.01070,0.03384,0.02616,92.6,0.0000,0.502
683,0.04636,0.18462,0.00841,0.03155,0.03228,93.1,0.0000,0.300
684,0.04910,0.19569,0.00731,0.03193,0.03076,92.8,0.0000,0.331
685,0.04137,0.19651,0.00659,0.03231,0.02333,93.2,0.0000,0.959
686,0.02910,0.22261,0.00481,0.03686,0.02186,92.7,0.0000,0.246
687,0.02285,0.19531,0.00313,0.03495,-0.00606,92.7,0.0000,0.741
688,0.01967,0.18749,0.00304,0.03330,-0.00853,93.0,0.0000,0.600
689,0.01880,0.19999,0.00127,0.03565,-0.01189,93.0,0.0004,0.292
690,0.01542,0.22994,0.00107,0.04065,-0.01858,91.6,0.0021,0.362
691,0.00386,0.22300,0.00354,0.03994,-0.01544,92.4,0.0000,0.453
692,0.00459,0.22930,0.00528,0.04202,-0.01963,91.9,0.0004,0.281
693,0.00319,0.19177,0.00528,0.03469,-0.00971,91.2,0.0008,0.244
694,0.01090,0.20403,0.00394,0.03800,-0.01088,91.7,0.0004,0.300
695,0.01016,0.22175,0.00247,0.03969,-0.00477,92.3,0.0000,0.235
696,0.00142,0.23024,0.00379,0.04002,-0.01271,91.6,0.0013,0.287
697,0.00205,0.23149,0.00286,0.04060,-0.01039,92.3,0.0000,0.141
698,0.00201,0.27142,-0.00080,0.04412,0.00271,93.0,0.0000,0.287
699,0.00976,0.20678,0.00040,0.03552,0.01100,93.1,0.0004,0.214
700,0.01815,0.22964,0.00179,0.03855,0.02131,93.1,0.0000,0.145
701,0.02155,0.24613,0.00200,0.03873,0.02103,93.2,0.0013,0.337
702,0.01469,0.20699,0.00460,0.03676,0.01718,93.3,0.0000,0.224
703,0.02102,0.20651,0.00119,0.03778,-0.01824,92.9,0.0000,0.332
704,0.00074,0.23159,0.00335,0.04044,-0.01926,93.0,0.0000,0.180
705,-0.00772,0.21681,0.00210,0.03981,-0.00121,93.2,0.0000,0.172
706,-0.01220,0.22771,-0.00312,0.03862,0.02643,94.1,0.0000,0.442
707,0.00019,0.23753,-0.00158,0.04017,-0.00327,94.2,0.0000,0.318
708,0.05659,0.22709,0.00663,0.03428,0.02104,93.5,0.0000,0.304
709,0.02549,0.25419,0.00213,0.04039,0.02098,93.8,0.0000,0.367
710,0.01174,0.19932,0.00259,0.03253,0.02643,94.2,0.0004,0.273
711,0.01450,0.22061,0.00215,0.03401,0.03018,94.3,0.0000,0.540
712,0.00790,0.24140,0.00120,0.03636,0.04035,94.3,0.0004,0.361
713,0.01872,0.24998,0.00240,0.03644,0.03215,93.5,0.0008,0.500
714,0.00710,0.27378,-0.00175,0.03995,0.02683,93.5,0.0000,0.705
715,0.00912,0.25272,-0.00094,0.03952,0.01687,93.5,0.0000,0.481
716,0.00904,0.24073,0.00026,0.03754,0.01447,93.2,0.0008,0.303
717,0.00997,0.27264,-0.00213,0.04450,0.01146,92.4,0.0008,0.529
718,-0.00902,0.24269,0.00188,0.03943,0.00842,93.0,0.0004,0.392
719,-0.00009,0.26538,0.00058,0.04352,0.00488,93.1,0.0004,0.408
720,0.00742,0.25071,-0.00081,0.04133,0.01318,93.4,0.0013,0.542
721,0.01104,0.22541,0.00108,0.03642,0.00563,92.8,0.0000,0.530
722,0.01037,0.26645,0.00356,0.04049,-0.00948,91.6,0.0025,0.483
723,0.00428,0.23553,0.00283,0.03981,-0.01751,91.5,0.0037,0.457
724,0.00222,0.26737,0.00175,0.04439,-0.02671,90.7,0.0033,0.306
725,-0.00600,0.25864,-0.00205,0.04493,-0.03803,90.8,0.0033,0.774
726,-0.00570,0.23338,0.00051,0.04120,-0.02921,91.6,0.0025,0.546
727,-0.00925,0.22700,-0.00186,0.04277,-0.03685,91.7,0.0008,0.678
728,-0.00405,0.24793,-0.00400,0.04627,-0.04601,91.7,0.0008,0.411
729,-0.00231,0.25358,-0.00609,0.04617,-0.04199,91.3,0.0037,0.297
730,0.00658,0.26858,-0.00230,0.04615,-0.03947,90.6,0.0054,0.431
731,0.00633,0.25201,-0.00150,0.04508,-0.03472,91.0,0.0079,0.639
732,0.00310,0.22320,-0.00093,0.04051,-0.03121,91.6,0.0029,0.490
733,0.00672,0.25151,-0.00185,0.04442,-0.03804,91.9,0.0013,0.539
734,0.00450,0.22029,-0.00362,0.04027,-0.02967,91.9,0.0017,0.352
735,0.00929,0.20873,-0.00159,0.03868,-0.02318,92.1,0.0004,0.375
736,0.01257,0.20634,0.00368,0.03576,-0.01467,92.1,0.0021,0.313
737,0.01001,0.23650,0.00401,0.03991,-0.01013,92.1,0.0004,0.255
738,0.02094,0.21584,0.00357,0.03636,-0.00713,92.5,0.0000,0.294
739,0.02526,0.19273,0.00157,0.03360,0.00212,93.7,0.0000,0.204
740,0.03373,0.19334,0.00395,0.03199,0.00922,93.9,0.0000,0.139
741,0.03360,0.22808,0.00208,0.03543,0.01457,93.5,0.0008,0.200
742,0.03294,0.20623,0.00289,0.03446,0.01489,93.6,0.0000,0.099
743,0.02263,0.22686,0.00106,0.03463,0.02419,93.8,0.0000,0.192
744,0.02378,0.22112,0.00284,0.03430,0.02945,94.0,0.0000,0.155
745,0.03416,0.19634,0.00568,0.03063,0.03428,94.4,0.0000,0.195
746,0.01264,0.19960,0.00282,0.03196,0.03862,94.1,0.0000,0.244
747,0.02858,0.19077,0.00532,0.03106,0.04489,94.2,0.0000,0.319
748,0.04568,0.20020,0.01044,0.03110,0.04943,93.8,0.0000,0.551
749,0.03573,0.21695,0.00813,0.03349,0.05088,94.0,0.0000,0.319
750,0.04314,0.20359,0.01102,0.03149,0.05694,94.5,0.0000,0.408
751,0.04069,0.21779,0.01035,0.03334,0.05702,94.2,0.0000,0.398
752,0.04055,0.20792,0.01178,0.03336,0.06618,93.8,0.0000,0.456
753,0.04937,0.23357,0.01277,0.03591,0.06476,93.8,0.0000,0.542
754,0.04815,0.22712,0.01135,0.03492,0.05500,94.1,0.0000,0.273
755,0.05103,0.22242,0.01176,0.03498,0.05371,94.1,0.0000,0.342
756,0.04143,0.25843,0.00783,0.03750,0.05224,93.8,0.0000,0.506
757,0.03063,0.24192,0.00415,0.03784,0.03927,93.9,0.0000,0.407
758,0.02147,0.24961,0.00413,0.03948,0.04127,93.5,0.0004,0.424
759,0.01868,0.24645,0.00234,0.03872,0.03445,93.7,0.0000,0.528
760,0.01398,0.26008,-0.00027,0.04269,0.02598,93.4,0.0000,0.448
761,0.01007,0.30262,-0.00183,0.04663,0.01499,92.7,0.0000,0.272
762,-0.00182,0.26488,-0.00128,0.04453,0.00826,92.5,0.0017,0.376
763,-0.00043,0.27478,-0.00050,0.04693,0.01078,92.4,0.0008,0.496
764,0.00750,0.31315,-0.00311,0.04993,0.00290,92.0,0.0025,0.578
765,0.00609,0.31688,-0.00063,0.05238,-0.01676,91.5,0.0017,0.894
766,0.00781,0.33658,-0.00184,0.05432,-0.01170,91.4,0.0013,0.476
767,0.00378,0.28754,-0.00048,0.04940,-0.00986,91.7,0.0025,0.501
768,-0.00364,0.30462,-0.00241,0.05116,-0.03085,92.4,0.0013,0.366
769,0.00931,0.32414,-0.00394,0.05685,-0.00820,93.0,0.0008,0.498
770,0.00850,0.30989,-0.01192,0.05638,-0.06049,92.9,0.0000,0.359
771,-0.01003,0.30136,-0.00583,0.05492,-0.03367,93.0,0.0004,0.249
772,0.00119,0.30163,-0.00008,0.05101,-0.00982,92.1,0.0000,0.295
773,0.00979,0.29321,-0.00076,0.04732,0.00607,92.7,0.0004,0.332
774,0.02418,0.28771,0.00102,0.04892,-0.00799,92.5,0.0000,0.322
775,0.01693,0.29297,0.00145,0.05064,-0.01213,92.8,0.0000,0.778
776,-0.00180,0.29364,-0.00368,0.05428,-0.02667,92.4,0.0017,0.788
777,0.00148,0.32916,-0.00526,0.05663,-0.02382,92.4,0.0017,0.447
778,0.01510,0.33655,-0.00200,0.05902,-0.01233,92.3,0.0013,0.480
779,0.02141,0.36825,-0.00244,0.05975,0.00024,93.4,0.0000,0.452
780,-0.00084,0.41189,-0.00926,0.06552,0.01018,93.7,0.0021,0.462
781,0.00158,0.38890,-0.00694,0.06588,0.00849,93.4,0.0025,0.382
782,-0.01027,0.42945,-0.01074,0.07170,-0.01110,92.7,0.0017,0.449
783,-0.03419,0.47339,-0.02544,0.08161,-0.04102,92.6,0.0021,0.475
784,-0.01114,0.51356,-0.01895,0.08333,-0.05123,93.0,0.0021,0.508
785,-0.00886,0.47010,-0.02374,0.08298,-0.06653,91.4,0.0058,0.644
786,-0.13091,0.52022,-0.06644,0.10537,-0.15309,91.4,0.0083,0.517
787,-0.29488,0.64250,-0.11580,0.12151,-0.19424,90.3,0.0254,0.481
788,-0.11634,0.72163,-0.00075,0.11819,0.20765,92.9,0.0013,0.530
789,0.04182,0.70838,-0.08043,0.12871,-0.32236,88.8,0.0404,0.642
790,0.08366,0.66196,-0.03558,0.11444,-0.13543,91.6,0.0150,0.604
791,-0.13139,0.59050,-0.10798,0.11905,-0.32125,88.4,0.0508,0.430
792,-0.39067,0.80897,-0.09825,0.14122,-0.01777,91.4,0.0204,0.462
793,-0.21997,0.69876,-0.08706,0.11758,-0.13395,91.3,0.0217,0.847
794,0.07038,0.70973,-0.00836,0.11628,0.02301,92.4,0.0104,0.682
795,-0.09490,0.75154,-0.04467,0.12860,-0.03880,92.1,0.0158,0.873
796,0.03874,0.68644,-0.02180,0.11183,-0.03689,92.9,0.0050,0.891
797,0.04996,0.73879,-0.00836,0.11560,0.06503,93.5,0.0021,1.257
798,-0.01144,0.67265,-0.01379,0.10574,0.06519,93.2,0.0029,1.433
799,-0.05423,0.67089,-0.02286,0.10487,0.04558,92.2,0.0096,1.692
800,-0.21394,0.75630,-0.02768,0.11745,0.16681,93.0,0.0033,2.337
801,-0.15137,0.68093,-0.02912,0.11477,0.05277,91.4,0.0108,2.031
802,-0.25948,0.73256,-0.04213,0.13226,0.09825,91.8,0.0071,1.801
803,-0.14726,0.73390,-0.04866,0.12879,-0.00463,90.6,0.0321,2.027
804,-0.32371,0.81870,-0.05691,0.13198,0.10937,90.8,0.0112,2.117
805,0.01274,0.67043,0.04302,0.10552,0.34390,93.6,0.0033,2.646
806,0.04950,0.66802,0.02713,0.10531,0.22679,93.9,0.0029,2.643
807,0.01519,0.64579,-0.00582,0.10178,0.07822,93.8,0.0013,2.222
808,0.02817,0.59825,-0.01623,0.09852,-0.03385,92.9,0.0029,2.648
809,0.06046,0.59874,-0.00756,0.09464,0.00983,93.7,0.0033,2.407
810,-0.01021,0.67756,-0.02455,0.10342,-0.02094,93.1,0.0067,3.066
811,-0.00468,0.66827,-0.02538,0.10903,-0.02721,92.9,0.0096,2.581
812,0.01137,0.62232,-0.01168,0.09535,0.03801,93.5,0.0058,3.465
813,-0.02777,0.62210,-0.01913,0.09866,0.02347,93.2,0.0063,2.995
814,-0.01982,0.58371,-0.01720,0.09092,0.01136,93.1,0.0054,3.183
815,0.05948,0.55442,-0.00178,0.08655,0.02334,93.0,0.0063,2.959
816,0.01037,0.64681,-0.02079,0.09752,-0.02790,92.2,0.0092,3.638
817,0.05414,0.55487,-0.00048,0.08174,0.04632,93.4,0.0025,3.250
818,-0.00731,0.63173,0.00050,0.09215,0.11906,94.2,0.0021,3.418
819,0.10030,0.53743,0.03043,0.07581,0.17701,95.2,0.0004,3.423
820,0.06265,0.56358,0.00639,0.08506,0.07569,94.1,0.0025,3.400
821,0.03281,0.57096,0.00713,0.08790,0.12170,94.6,0.0033,2.915
822,0.04361,0.54413,-0.02636,0.09079,-0.08949,93.2,0.0067,3.716
823,0.03556,0.55829,-0.02450,0.09017,-0.07464,92.6,0.0071,3.470
824,0.00841,0.55742,-0.02729,0.09038,-0.08142,92.2,0.0096,3.392
825,-0.06059,0.57273,-0.05060,0.10184,-0.11981,92.0,0.0088,3.506
826,0.02374,0.52243,-0.02476,0.09131,-0.09123,92.4,0.0046,3.596
827,-0.01186,0.46436,-0.01910,0.07981,-0.06457,93.0,0.0017,3.145
828,0.00835,0.51765,-0.01868,0.08882,-0.05509,92.2,0.0017,3.541
829,-0.00623,0.52874,-0.01681,0.08474,-0.03029,92.9,0.0050,3.485
830,-0.00914,0.60373,-0.03024,0.09773,-0.09010,91.9,0.0108,2.705
831,-0.01920,0.50496,-0.03388,0.09260,-0.11381,91.8,0.0112,3.515
832,-0.02660,0.53499,-0.02484,0.08676,-0.05933,92.6,0.0075,3.265
833,-0.05698,0.48885,-0.02928,0.08590,-0.05770,93.0,0.0046,2.818
834,0.09938,0.52507,0.00592,0.07990,0.00560,93.6,0.0021,3.693
835,0.04326,0.50589,0.00439,0.07840,0.05714,94.4,0.0017,4.277
836,0.01335,0.49800,0.00972,0.07633,0.13494,95.2,0.0017,2.910
837,0.01895,0.53565,0.01735,0.08358,0.15556,94.7,0.0004,4.547
838,0.12201,0.44376,0.05253,0.06744,0.25058,94.8,0.0008,3.447
839,0.02117,0.52547,-0.00037,0.08856,0.04294,94.1,0.0050,3.781
840,-0.03300,0.46432,-0.01904,0.08186,-0.06888,93.7,0.0042,3.849
841,0.00348,0.44353,-0.00996,0.07044,-0.01903,94.0,0.0029,3.857
842,0.01920,0.51133,-0.00803,0.07839,-0.01057,93.8,0.0029,4.693
843,-0.06434,0.47584,-0.01573,0.08071,0.02335,93.7,0.0029,3.467
844,-0.23859,0.41673,-0.08251,0.09690,-0.17017,91.9,0.0104,3.595
845,-0.24365,0.43440,-0.03484,0.08553,0.07726,94.0,0.0058,3.540
846,-0.14407,0.50789,-0.00195,0.07688,0.19406,95.4,0.0017,3.039
847,0.16270,0.42363,0.03184,0.05786,0.11621,95.4,0.0000,3.995
848,0.03841,0.45601,-0.00229,0.06865,0.02594,94.4,0.0013,2.764
849,0.05051,0.43114,-0.00006,0.06401,0.02270,93.5,0.0004,3.105
850,0.00657,0.40272,0.00197,0.06069,0.06009,93.8,0.0013,2.079
851,0.09168,0.40204,0.01817,0.05896,0.04626,94.4,0.0000,3.343
852,0.02796,0.47077,-0.00823,0.07386,-0.03001,93.3,0.0042,3.305
853,-0.00309,0.49212,-0.01315,0.08086,-0.04171,93.9,0.0021,3.107
854,-0.00053,0.44513,-0.00625,0.06823,0.00849,93.7,0.0037,3.019
855,-0.04437,0.48980,-0.02203,0.08315,-0.03806,93.1,0.0046,2.637
856,-0.20720,0.49505,-0.07309,0.09693,-0.12158,92.4,0.0125,2.331
857,-0.13722,0.51369,-0.03911,0.08736,-0.04862,93.4,0.0063,3.001
858,0.02111,0.45559,-0.00615,0.07204,-0.02888,93.6,0.0033,2.180
859,-0.01718,0.49079,-0.01623,0.07669,-0.05542,93.2,0.0046,2.808
860,-0.02195,0.48451,-0.03472,0.08745,-0.12475,92.5,0.0067,2.858
861,-0.02006,0.47398,-0.02197,0.08066,-0.08032,92.1,0.0029,2.306
862,-0.05077,0.51665,-0.02806,0.08925,-0.07437,92.6,0.0079,3.051
863,-0.09989,0.56067,-0.03729,0.09149,-0.05019,93.0,0.0096,2.921
864,-0.03468,0.46282,-0.02545,0.08265,-0.06960,93.4,0.0037,2.471
865,0.04325,0.46459,-0.01556,0.07585,-0.03933,93.4,0.0025,2.367
866,0.07458,0.47137,0.00361,0.07127,0.04934,93.4,0.0013,1.859
867,0.00173,0.47876,0.00282,0.07211,0.09232,94.8,0.0000,2.299
868,-0.08800,0.49334,-0.01219,0.08625,0.06908,94.3,0.0033,2.523
869,-0.15189,0.52053,-0.02948,0.08790,-0.00126,93.5,0.0042,1.971
870,-0.10999,0.50138,-0.02148,0.07381,0.03315,93.7,0.0042,2.163
871,-0.02461,0.52242,-0.02378,0.08397,-0.07089,92.6,0.0092,2.473
872,0.03561,0.47393,-0.00995,0.07579,-0.04500,92.6,0.0037,2.553
873,-0.07901,0.50767,-0.03127,0.08567,-0.06303,92.3,0.0079,1.970
874,-0.03296,0.59879,-0.03230,0.09551,-0.08020,92.4,0.0092,2.317
875,0.03103,0.43485,-0.02990,0.08163,-0.15681,92.3,0.0033,2.250
876,-0.00147,0.35818,0.00708,0.33747,-0.07097,77.6,0.2200,53.095
877,0.00503,0.08640,0.00873,0.38658,-0.00516,82.3,0.0654,30.293
878,0.01476,0.08644,0.00663,0.38430,-0.00372,80.9,0.0750,2.680
879,0.01647,0.08262,0.03676,0.39318,-0.00764,82.2,0.0712,0.042
880,0.02516,0.07912,0.03107,0.38017,-0.00039,87.6,0.0229,0.024
881,-0.00403,0.08346,0.06723,0.30039,0.00126,84.6,0.0312,0.077
882,0.01610,0.08152,0.03815,0.35589,-0.00200,80.7,0.0612,0.110
883,-0.00337,0.08576,0.07891,0.35493,-0.00048,79.3,0.0800,0.599
884,-0.01198,0.09573,0.16282,0.31803,0.00241,79.7,0.0338,23.875
885,0.04476,0.07988,0.06906,0.31281,0.02072,78.6,0.0437,16.003
886,0.02740,0.08092,0.05011,0.33343,0.00955,77.8,0.0721,33.564
887,0.01701,0.07633,0.00754,0.35111,-0.00393,77.9,0.1183,17.598
888,-0.00119,0.07498,0.02887,0.30202,-0.00251,70.7,0.4617,30.060
889,-0.01463,0.07802,0.08742,0.29067,-0.00125,81.4,0.0842,16.375
890,-0.03597,0.08149,0.08604,0.32829,-0.01426,82.6,0.0213,161.816
891,0.00538,0.07680,0.00045,0.26784,-0.00384,60.5,0.8283,318.557
892,0.00525,0.06908,0.01473,0.26840,-0.01062,67.3,0.5921,318.584
893,0.00685,0.07333,0.00618,0.29826,-0.00401,68.8,0.5375,318.615
894,0.00281,0.07500,0.00996,0.27016,0.00010,62.5,0.7508,318.615
895,0.00301,0.07290,0.01752,0.26328,-0.00442,63.2,0.7154,318.615
896,0.00055,0.07598,0.02506,0.26775,0.00203,61.8,0.7408,298.565
897,0.00008,0.07527,0.00769,0.28785,-0.00490,57.7,0.8767,236.992
898,-0.00970,0.07810,0.01789,0.29292,-0.00498,56.9,0.8508,291.519
899,-0.00940,0.08229,0.03209,0.24867,0.00530,53.9,0.9308,281.983
900,-0.01381,0.08216,0.03525,0.29815,-0.00353,60.5,0.7600,224.649
901,-0.00100,0.08165,0.02473,0.31554,0.00323,62.9,0.6667,61.491
902,0.01411,0.07535,0.00874,0.30876,-0.00016,63.5,0.6525,3.226
903,0.02199,0.08255,-0.01566,0.33840,0.00749,64.8,0.6275,8.274
904,0.00581,0.07746,-0.00869,0.31563,-0.00133,59.7,0.7708,21.020
905,-0.04165,0.15671,0.08320,0.20126,0.05289,60.6,0.7479,6.212
906,-0.03196,0.14557,0.12104,0.19554,0.05854,73.3,0.3546,25.395
907,-0.04440,0.16043,0.11081,0.19934,0.05190,79.1,0.2304,32.587
908,-0.02746,0.15483,0.09544,0.17202,0.05729,68.9,0.4417,62.835
909,-0.03216,0.15102,0.08425,0.17021,0.06020,49.9,0.9504,121.359
910,-0.04446,0.21162,0.08453,0.19979,0.04753,54.5,0.7829,156.001
911,-0.03915,0.29412,0.06669,0.24249,0.06200,44.8,0.9150,154.160
912,0.08099,0.23401,-0.02431,0.28776,-0.02976,80.0,0.2171,224.375
913,0.09115,0.43090,0.00551,0.36464,-0.03153,76.5,0.2650,137.381
914,0.08290,0.44735,-0.01907,0.36615,-0.02489,61.2,0.6188,156.678
915,0.11596,1.87098,-0.07555,1.43968,0.06355,42.9,0.8058,197.632
916,-0.04658,2.25384,-0.26068,2.18201,0.10966,29.4,0.9992,204.097
917,0.32082,3.08600,-0.03559,2.35985,0.06933,41.0,0.9613,209.547
918,-0.05748,2.60292,0.22935,1.55790,-0.06003,53.2,0.8462,201.790
919,0.56142,2.49427,0.40536,1.45540,-0.01623,53.3,0.8708,168.181
920,-0.51537,2.24673,-1.00411,1.84923,0.16090,73.6,0.3596,131.939
921,-0.07463,2.70259,-0.99476,2.12071,0.21060,66.5,0.5396,70.814
922,-0.57144,2.38233,-0.57486,1.93107,0.05211,66.1,0.5633,104.761
923,0.23573,2.79911,-0.38995,2.14146,0.11683,73.0,0.3579,95.002
924,-0.00656,2.32759,0.73006,1.66240,-0.15757,52.8,0.8962,89.750
925,0.06275,2.41095,-0.09031,2.36293,0.03303,65.0,0.6304,69.759
926,-0.22496,2.24952,-0.25561,2.66738,0.02739,69.3,0.4625,97.701
927,0.11928,2.63416,0.29968,1.76895,-0.05567,68.0,0.4983,66.287
928,-0.15985,2.50201,0.12845,2.52730,-0.04470,69.5,0.4642,99.298
929,0.08430,2.32034,-0.06054,2.37141,0.02909,69.5,0.4800,86.542
930,-0.26852,2.21055,-0.43982,2.21090,0.07777,63.6,0.6558,90.843
931,0.05822,2.20725,0.16353,1.69512,-0.02233,60.3,0.7283,108.951
932,0.20118,2.32663,0.31627,2.00520,-0.04196,59.4,0.6442,91.295
933,0.00181,1.40812,-0.04717,0.95180,-0.00865,27.2,0.9904,96.467
934,-0.03668,1.26740,-0.06225,0.83683,0.00910,37.9,0.9646,96.491
935,0.02499,1.09365,-0.02123,0.64565,0.00180,39.6,0.9458,99.930
936,0.04167,1.23116,-0.03246,0.83756,-0.01193,27.4,1.0000,92.270
